Complaint_No,Weapon_Type
20150115005602,"Personal Weapons (hands,feet,teeth,etc.)"
20150115012800,"Personal Weapons (hands,feet,teeth,etc.)"
20150115013800,"Personal Weapons (hands,feet,teeth,etc.)"
20150115022906,"Personal Weapons (hands,feet,teeth,etc.)"
20150115030900,"Personal Weapons (hands,feet,teeth,etc.)"
20150115054104,Handgun                                 
20150115065405,"Personal Weapons (hands,feet,teeth,etc.)"
20150115083201,Other Weapon                            
20150115090503,"Personal Weapons (hands,feet,teeth,etc.)"
20150115092602,"Blunt Object(club,hammer,etc)           "
20150115101600,"Personal Weapons (hands,feet,teeth,etc.)"
20150115102703,Other Weapon                            
20150115110204,"Personal Weapons (hands,feet,teeth,etc.)"
20150115111006,Other Weapon                            
20150115121004,Knife                                   
20150115121302,Other Weapon                            
20150115123602,"Personal Weapons (hands,feet,teeth,etc.)"
20150115131001,"Personal Weapons (hands,feet,teeth,etc.)"
20150115132903,"Personal Weapons (hands,feet,teeth,etc.)"
20150115134407,Handgun                                 
20150115134408,"Personal Weapons (hands,feet,teeth,etc.)"
20150115135600,Handgun                                 
20150115145705,Handgun                                 
20150115155106,"Personal Weapons (hands,feet,teeth,etc.)"
20150115160401,"Personal Weapons (hands,feet,teeth,etc.)"
20150115173401,"Personal Weapons (hands,feet,teeth,etc.)"
20150115174606,Not Applicable/None                     
20150115181305,"Personal Weapons (hands,feet,teeth,etc.)"
20150115182105,"Personal Weapons (hands,feet,teeth,etc.)"
20150115182902,"Personal Weapons (hands,feet,teeth,etc.)"
20150115184801,Knife                                   
20150115185500,"Personal Weapons (hands,feet,teeth,etc.)"
20150115190103,"Personal Weapons (hands,feet,teeth,etc.)"
20150115194701,Handgun                                 
20150115215202,Handgun                                 
20150115215202,"Personal Weapons (hands,feet,teeth,etc.)"
20150115224000,"Personal Weapons (hands,feet,teeth,etc.)"
20150115225202,"Personal Weapons (hands,feet,teeth,etc.)"
20150115232401,"Personal Weapons (hands,feet,teeth,etc.)"
20150115233902,"Personal Weapons (hands,feet,teeth,etc.)"
20150116001603,"Personal Weapons (hands,feet,teeth,etc.)"
20150116012202,"Personal Weapons (hands,feet,teeth,etc.)"
20150116012403,"Personal Weapons (hands,feet,teeth,etc.)"
20150116023501,Handgun                                 
20150116025002,Handgun                                 
20150116031201,"Personal Weapons (hands,feet,teeth,etc.)"
20150116072300,"Personal Weapons (hands,feet,teeth,etc.)"
20150116080900,Razor                                   
20150116101901,"Personal Weapons (hands,feet,teeth,etc.)"
20150116103203,"Personal Weapons (hands,feet,teeth,etc.)"
20150116111401,"Personal Weapons (hands,feet,teeth,etc.)"
20150116124406,Other Weapon                            
20150116124701,Handgun                                 
20150116125600,Other Weapon                            
20150116125601,Other Weapon                            
20150116130600,"Personal Weapons (hands,feet,teeth,etc.)"
20150116131308,Handgun                                 
20150116132801,"Personal Weapons (hands,feet,teeth,etc.)"
20150116140700,"Personal Weapons (hands,feet,teeth,etc.)"
20150116150206,Vehicle                                 
20150116154001,Handgun                                 
20150116161001,"Personal Weapons (hands,feet,teeth,etc.)"
20150116175703,Other Weapon                            
20150116191504,Handgun                                 
20150116193501,Handgun                                 
20150116194901,"Personal Weapons (hands,feet,teeth,etc.)"
20150116195903,Handgun                                 
20150116201803,"Personal Weapons (hands,feet,teeth,etc.)"
20150116203601,Handgun                                 
20150116205600,"Personal Weapons (hands,feet,teeth,etc.)"
20150116210905,Handgun                                 
20150116211700,"Personal Weapons (hands,feet,teeth,etc.)"
20150116214201,"Personal Weapons (hands,feet,teeth,etc.)"
20150116215201,Handgun                                 
20150116220802,"Personal Weapons (hands,feet,teeth,etc.)"
20150116221303,"Personal Weapons (hands,feet,teeth,etc.)"
20150116225800,Not Applicable/None                     
20150116230403,"Personal Weapons (hands,feet,teeth,etc.)"
20150116233800,"Personal Weapons (hands,feet,teeth,etc.)"
20150116235702,Handgun                                 
20150117002501,"Personal Weapons (hands,feet,teeth,etc.)"
20150117002601,"Personal Weapons (hands,feet,teeth,etc.)"
20150117021901,Handgun                                 
20150117024001,Not Applicable/None                     
20150117024100,"Personal Weapons (hands,feet,teeth,etc.)"
20150117024600,Vehicle                                 
20150117031700,"Personal Weapons (hands,feet,teeth,etc.)"
20150117035000,"Personal Weapons (hands,feet,teeth,etc.)"
20150117040701,Handgun                                 
20150117051601,Handgun                                 
20150117053601,"Personal Weapons (hands,feet,teeth,etc.)"
20150117065701,"Personal Weapons (hands,feet,teeth,etc.)"
20150117093000,"Personal Weapons (hands,feet,teeth,etc.)"
20150117095808,"Personal Weapons (hands,feet,teeth,etc.)"
20150117100504,"Personal Weapons (hands,feet,teeth,etc.)"
20150117114403,Handgun                                 
20150117114403,Unknown/Not Stated                      
20150117122205,"Blunt Object(club,hammer,etc)           "
20150117135101,"Personal Weapons (hands,feet,teeth,etc.)"
20150117143802,"Personal Weapons (hands,feet,teeth,etc.)"
20150117143802,Handgun                                 
20150117153405,Vehicle                                 
20150117154500,"Personal Weapons (hands,feet,teeth,etc.)"
20150117155502,Knife                                   
20150117163400,Knife                                   
20150117165004,"Personal Weapons (hands,feet,teeth,etc.)"
20150117175005,"Personal Weapons (hands,feet,teeth,etc.)"
20150117180502,"Personal Weapons (hands,feet,teeth,etc.)"
20150117183400,"Personal Weapons (hands,feet,teeth,etc.)"
20150117191403,Handgun                                 
20150117202800,"Personal Weapons (hands,feet,teeth,etc.)"
20150117210400,"Personal Weapons (hands,feet,teeth,etc.)"
20150117215301,"Personal Weapons (hands,feet,teeth,etc.)"
20150117215804,"Personal Weapons (hands,feet,teeth,etc.)"
20150117224100,Handgun                                 
20150117232202,Knife                                   
20150117233205,"Personal Weapons (hands,feet,teeth,etc.)"
20150118003603,"Personal Weapons (hands,feet,teeth,etc.)"
20150118010200,Handgun                                 
20150118010405,Not Applicable/None                     
20150118032101,"Personal Weapons (hands,feet,teeth,etc.)"
20150118033900,"Personal Weapons (hands,feet,teeth,etc.)"
20150118042800,"Personal Weapons (hands,feet,teeth,etc.)"
20150118072401,"Personal Weapons (hands,feet,teeth,etc.)"
20150118101301,"Personal Weapons (hands,feet,teeth,etc.)"
20150118115102,"Personal Weapons (hands,feet,teeth,etc.)"
20150118115202,Undetermined Firearm                    
20150118121204,"Personal Weapons (hands,feet,teeth,etc.)"
20150118130400,"Personal Weapons (hands,feet,teeth,etc.)"
20150118132200,"Personal Weapons (hands,feet,teeth,etc.)"
20150118132401,"Personal Weapons (hands,feet,teeth,etc.)"
20150118134402,"Blunt Object(club,hammer,etc)           "
20150118141802,"Personal Weapons (hands,feet,teeth,etc.)"
20150118154200,"Personal Weapons (hands,feet,teeth,etc.)"
20150118154801,"Personal Weapons (hands,feet,teeth,etc.)"
20150118161600,"Personal Weapons (hands,feet,teeth,etc.)"
20150118161603,"Personal Weapons (hands,feet,teeth,etc.)"
20150118172204,Handgun                                 
20150118172204,Rifle                                   
20150118191001,"Personal Weapons (hands,feet,teeth,etc.)"
20150118210905,"Personal Weapons (hands,feet,teeth,etc.)"
20150118212101,"Personal Weapons (hands,feet,teeth,etc.)"
20150118215304,"Personal Weapons (hands,feet,teeth,etc.)"
20150119003000,Knife                                   
20150119011104,"Personal Weapons (hands,feet,teeth,etc.)"
20150119022501,"Personal Weapons (hands,feet,teeth,etc.)"
20150119024101,"Personal Weapons (hands,feet,teeth,etc.)"
20150119043000,"Personal Weapons (hands,feet,teeth,etc.)"
20150119043301,"Personal Weapons (hands,feet,teeth,etc.)"
20150119083502,"Personal Weapons (hands,feet,teeth,etc.)"
20150119085701,"Personal Weapons (hands,feet,teeth,etc.)"
20150119095406,"Personal Weapons (hands,feet,teeth,etc.)"
20150119100605,"Personal Weapons (hands,feet,teeth,etc.)"
20150119100801,Not Applicable/None                     
20150119101001,"Personal Weapons (hands,feet,teeth,etc.)"
20150119112303,"Personal Weapons (hands,feet,teeth,etc.)"
20150119120200,"Personal Weapons (hands,feet,teeth,etc.)"
20150119123902,"Personal Weapons (hands,feet,teeth,etc.)"
20150119132402,"Blunt Object(club,hammer,etc)           "
20150119134701,"Personal Weapons (hands,feet,teeth,etc.)"
20150119143400,"Personal Weapons (hands,feet,teeth,etc.)"
20150119150005,Unknown/Not Stated                      
20150119151400,Handgun                                 
20150119151403,"Personal Weapons (hands,feet,teeth,etc.)"
20150119151701,"Personal Weapons (hands,feet,teeth,etc.)"
20150119163805,Vehicle                                 
20150119163900,"Personal Weapons (hands,feet,teeth,etc.)"
20150119190603,Handgun                                 
20150119192700,"Personal Weapons (hands,feet,teeth,etc.)"
20150119193004,"Personal Weapons (hands,feet,teeth,etc.)"
20150119193004,Other Weapon                            
20150119205003,"Personal Weapons (hands,feet,teeth,etc.)"
20150119205100,"Personal Weapons (hands,feet,teeth,etc.)"
20150119205100,Knife                                   
20150119211902,"Personal Weapons (hands,feet,teeth,etc.)"
20150119212201,"Blunt Object(club,hammer,etc)           "
20150119213103,"Personal Weapons (hands,feet,teeth,etc.)"
20150119214701,"Personal Weapons (hands,feet,teeth,etc.)"
20150119215201,"Personal Weapons (hands,feet,teeth,etc.)"
20150119223801,"Personal Weapons (hands,feet,teeth,etc.)"
20150119235700,"Personal Weapons (hands,feet,teeth,etc.)"
20150120020800,"Personal Weapons (hands,feet,teeth,etc.)"
20150120021200,Other Weapon                            
20150120023001,Handgun                                 
20150120030902,"Personal Weapons (hands,feet,teeth,etc.)"
20150120040802,Not Applicable/None                     
20150120073900,"Personal Weapons (hands,feet,teeth,etc.)"
20150120084600,"Personal Weapons (hands,feet,teeth,etc.)"
20150120093200,Handgun                                 
20150120093804,Knife                                   
20150120094300,Handgun                                 
20150120102507,"Personal Weapons (hands,feet,teeth,etc.)"
20150120104804,"Personal Weapons (hands,feet,teeth,etc.)"
20150120111201,"Personal Weapons (hands,feet,teeth,etc.)"
20150120112801,Rifle                                   
20150120115302,"Personal Weapons (hands,feet,teeth,etc.)"
20150120121203,"Personal Weapons (hands,feet,teeth,etc.)"
20150120132502,"Personal Weapons (hands,feet,teeth,etc.)"
20150120135005,"Personal Weapons (hands,feet,teeth,etc.)"
20150120135404,Knife                                   
20150120141201,"Personal Weapons (hands,feet,teeth,etc.)"
20150120142800,"Personal Weapons (hands,feet,teeth,etc.)"
20150120151205,"Personal Weapons (hands,feet,teeth,etc.)"
20150120154107,Not Applicable/None                     
20150120154404,Handgun                                 
20150120160702,"Personal Weapons (hands,feet,teeth,etc.)"
20150120161402,"Personal Weapons (hands,feet,teeth,etc.)"
20150120165003,"Personal Weapons (hands,feet,teeth,etc.)"
20150120165204,Handgun                                 
20150120170601,"Personal Weapons (hands,feet,teeth,etc.)"
20150120175806,Not Applicable/None                     
20150120182605,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20150120183200,Handgun                                 
20150120194601,"Personal Weapons (hands,feet,teeth,etc.)"
20150120195502,"Personal Weapons (hands,feet,teeth,etc.)"
20150120200602,Handgun                                 
20150120202703,Handgun                                 
20150120202703,"Personal Weapons (hands,feet,teeth,etc.)"
20150120211203,"Personal Weapons (hands,feet,teeth,etc.)"
20150120212900,Handgun                                 
20150120213401,"Blunt Object(club,hammer,etc)           "
20150120213402,Handgun                                 
20150120221701,"Personal Weapons (hands,feet,teeth,etc.)"
20150120230601,Handgun                                 
20150121010100,"Personal Weapons (hands,feet,teeth,etc.)"
20150121072303,"Personal Weapons (hands,feet,teeth,etc.)"
20150121073202,Knife                                   
